epoch,train_loss,val_loss,val_log_mse_total,lr,train_Area (mm^2),val_Area (mm^2),val_log_mse_Area (mm^2),train_Read Latency (ns),val_Read Latency (ns),val_log_mse_Read Latency (ns),train_Write Latency (ns),val_Write Latency (ns),val_log_mse_Write Latency (ns),train_Read Energy (nJ),val_Read Energy (nJ),val_log_mse_Read Energy (nJ),train_Write Energy (nJ),val_Write Energy (nJ),val_log_mse_Write Energy (nJ),train_Leakage (mW),val_Leakage (mW),val_log_mse_Leakage (mW)
11,0.0017420036980847005,0.0008267562187399829,0.003552525769919157,0.0029249471654075186,0.00028166606,9.372842e-05,0.00018745684,0.0007114504,0.00037147355,0.0007444819,0.0009137145,0.0005057326,0.0010120994,0.00036674712,0.00017450297,0.00034900595,0.0009414029,0.00043055744,0.0008611149,0.0006540521,0.00019918336,0.0003983667
12,0.0009002824732124124,0.0008124945795470782,0.003759663086384535,0.002924034810308348,0.0001497056,0.00018796355,0.00044344773,0.0004058374,0.0003447852,0.0006895704,0.00053670723,0.00042482076,0.0008496415,0.00018602228,0.00022698383,0.00046106873,0.00040164962,0.00036561178,0.0007429374,0.0002679288,0.00025704034,0.00057299744
13,0.0007236919575731276,0.000511045866901916,0.0024096984416246414,0.002922956817071546,0.00015532832,0.00014492954,0.00028985908,0.0003090579,0.0002004209,0.0004008418,0.00036067292,0.00022867924,0.0004573585,0.0001716544,0.0001405188,0.0002810376,0.0003472387,0.00021953067,0.00043906135,0.00026014418,0.00027077022,0.00054154044
14,0.0005789334982557356,0.00036258842426294043,0.0017542372224852443,0.0029217133079523974,0.0001331727,8.217858e-05,0.00016435716,0.00024882794,0.0001589028,0.0003178056,0.0002665071,0.00015997383,0.00031994766,0.00014483777,7.313327e-05,0.00014626654,0.000279178,0.00016512664,0.00033025327,0.00023478152,0.00023780348,0.00047560697
15,0.000519223893159857,0.0003569406662058096,0.0016134881880134344,0.0029203044239773566,0.0001364092,7.52212e-05,0.0001504424,0.0002163398,0.00018357277,0.00036714555,0.00022989883,0.00019116893,0.00038233786,0.00013839263,7.293464e-05,0.00014586929,0.00023440883,0.00013977956,0.0002795591,0.00024170605,0.00014406696,0.00028813392
16,0.000474307408980737,0.00044879330632413556,0.0020952450577169657,0.002918730324928049,0.00012464315,0.00013147091,0.00026294182,0.00020097823,0.0001309157,0.0002618314,0.00021327453,0.00013804957,0.00027610158,0.00012420466,0.00017436197,0.00034872393,0.00020664973,0.00028933174,0.0005786635,0.00023131148,0.00018349134,0.00036698268
17,0.0004516029132433964,0.00036542551775253817,0.0018757358193397522,0.0029169911893231547,0.00012404111,8.317986e-05,0.00016635972,0.00018442083,0.00013275577,0.00026551154,0.00019633111,0.00011895131,0.00023790263,0.00011910297,0.00010375019,0.00020750039,0.00020150578,0.00020697179,0.00041394358,0.00022603749,0.00029225898,0.00058451795
18,0.0004264522129729633,0.000379912159694135,0.0019329757196828723,0.00291508721439816,0.00011564108,0.00017361504,0.0003472301,0.00017842177,0.00011539552,0.00023079105,0.00018895326,0.00011699047,0.00023398094,0.000110699,8.425647e-05,0.00016851294,0.00018520889,0.00012774223,0.00025548445,0.00021741833,0.0003484881,0.0006969762
19,0.0004164266163763217,0.00032063674099563325,0.001463523949496448,0.0029130186160829905,0.00010797619,9.5350886e-05,0.00019070177,0.00017867371,0.000102931976,0.00020586395,0.00018939085,0.00010733086,0.00021466172,0.000107184846,8.502608e-05,0.00017005215,0.00018361276,0.00019643414,0.00039286827,0.00019746168,0.00014468808,0.00028937616
20,0.00040051575403929834,0.0002517343756797635,0.0012092370307072997,0.0029107856289775193,0.000109220426,6.926239e-05,0.00013852477,0.00017065,9.0865185e-05,0.00018173037,0.00018127955,9.514955e-05,0.0001902991,0.00010541222,7.832615e-05,0.0001566523,0.00016927214,0.00013043672,0.00026087344,0.00019831085,0.00014057856,0.00028115712
21,0.0004234771327325241,0.0002353875634937335,0.001040479401126504,0.0029083885063249655,0.000119078264,4.2706266e-05,8.541253e-05,0.00017378599,8.717454e-05,0.00017434909,0.00018363177,0.00011812932,0.00023625864,0.00011813577,3.9371484e-05,7.874297e-05,0.00018327092,0.00013578522,0.00027160332,0.0002205048,9.705644e-05,0.00019411289
22,0.0003755637719130406,0.00023475902996441042,0.0010381080210208893,0.002905827519983171,9.985018e-05,6.728935e-05,0.0001345787,0.00016396871,0.00010396933,0.00020793866,0.00017431394,0.000129649,0.000259298,9.5245196e-05,5.675074e-05,0.00011350148,0.00015745909,7.98615e-05,0.000159723,0.00018085065,8.153406e-05,0.00016306812
23,0.0003558017856669545,0.00021088876233927656,0.0009587585227563977,0.0029031029603937696,9.396649e-05,4.6458495e-05,9.291699e-05,0.00015812191,9.4534735e-05,0.00018907165,0.00016721134,9.796298e-05,0.00019592595,9.1198526e-05,4.398601e-05,8.797202e-05,0.00014578587,0.000104040686,0.00020808137,0.00017037593,9.239526e-05,0.00018479052
24,0.000369383939305322,0.00023832464084260117,0.0011338053736835718,0.0029002151365492483,9.885587e-05,6.0247257e-05,0.000120494515,0.00016212802,9.108428e-05,0.00018216856,0.00017197653,9.996286e-05,0.00019992572,9.7396056e-05,7.5248645e-05,0.00015049729,0.00015186789,0.00011861066,0.00023722132,0.00017857851,0.00012174895,0.0002434979
25,0.00036085668821317336,0.0006222556049030896,0.004028606694191694,0.002897164375957904,0.000102746606,0.00033585908,0.00067171815,0.0001552769,7.505573e-05,0.00015011146,0.00016431975,8.46696e-05,0.0001693392,9.684616e-05,0.00020024534,0.00040049068,0.00014520857,0.00014921429,0.00029842858,0.00017965381,0.0011692593,0.0023385186
26,0.0003496661634975504,0.0001929342129213397,0.000942491227760911,0.0028939510246067013,9.266522e-05,3.8701128e-05,7.7402256e-05,0.00015632917,7.911317e-05,0.00015822634,0.0001643075,8.322878e-05,0.00016645755,9.015712e-05,5.3224416e-05,0.00010644883,0.00014024318,9.791061e-05,0.00019582122,0.00017469257,0.00011906753,0.00023813506
27,0.0003357980643615511,0.0004292376358027915,0.002136087045073509,0.002890575446922034,8.8524226e-05,0.00011762489,0.00023524978,0.00014850529,0.00017457778,0.00034915557,0.0001570536,0.00022564786,0.00045129572,8.577441e-05,8.897319e-05,0.00017794638,0.00013639241,0.000124815,0.00024963054,0.00017151773,0.00033640448,0.00067280896
28,0.0005064675631453433,0.0002061464628778353,0.0009362551500089467,0.0028870380257283957,0.00015918871,4.546867e-05,9.093734e-05,0.00017480759,0.00010898823,0.00021797647,0.00018438384,0.00010362719,0.00020725439,0.00014447237,5.3969605e-05,0.00010793921,0.00022089854,8.288457e-05,0.00016576915,0.00039983273,7.3189294e-05,0.00014637859
29,0.00030471016885936613,0.0004291010232333417,0.0018481886945664883,0.002883339162204962,7.66777e-05,6.806394e-05,0.00013612788,0.00014430805,0.0002955117,0.0005910234,0.0001522353,0.0002712024,0.0005424048,7.6820696e-05,8.581652e-05,0.00017163304,0.000118984935,0.00012419123,0.00024855608,0.00012906022,7.922167e-05,0.00015844333
30,0.0003315793628520476,0.0003397412434612077,0.0015488568460568786,0.002879479275840095,8.933084e-05,6.9049645e-05,0.00013809929,0.0001468834,0.00023427191,0.00046854382,0.0001543615,0.0002007785,0.000401557,8.697446e-05,5.212233e-05,0.00010424466,0.00013348409,7.588521e-05,0.00015177042,0.00016567552,0.0001423208,0.0002846416
31,0.0003259604221547343,0.0002938257111452683,0.0014118666294962168,0.0028754588043837684,8.750709e-05,7.23132e-05,0.0001446264,0.00014673518,0.00013166621,0.00026333242,0.00015538474,0.00014172237,0.00028344474,8.3305174e-05,7.182419e-05,0.0001436484,0.00012633929,0.00011331381,0.00022662761,0.00016385863,0.00017509323,0.000350187
32,0.0003110934787894232,0.0002924675937874492,0.0013308526249602437,0.0028712782037979205,8.476265e-05,0.00011550559,0.00023101117,0.00013724701,7.3819705e-05,0.00014763941,0.00014427322,9.5285905e-05,0.00019057181,8.142978e-05,9.474158e-05,0.00018948317,0.00012364883,0.00015856147,0.00031712293,0.00016056694,0.00012751209,0.00025502418
33,0.00032502633810421315,0.0004191004243893624,0.001792372902855277,0.0028669379482047464,8.814536e-05,9.315278e-05,0.00018630557,0.00014592685,0.00025769672,0.00051539345,0.0001533509,0.00026036988,0.00052073976,8.4399115e-05,7.479997e-05,0.00014959995,0.00012514798,0.00011363979,0.00022727958,0.00016802522,9.652725e-05,0.0001930545
34,0.0003210461725885937,0.00021757084499349406,0.0009835001546889544,0.0028624385298329264,8.938367e-05,3.6800302e-05,7.3600604e-05,0.000142106,0.00010256969,0.00020513938,0.0001494436,0.00012972101,0.00025944202,8.4242085e-05,5.455262e-05,0.00010910524,0.0001231349,8.801762e-05,0.00017603525,0.00016969843,8.008883e-05,0.00016017766
35,0.0007869187410198316,0.00016410941910196598,0.0007735048420727253,0.002857780458961801,0.00022807204,4.1488158e-05,8.2976316e-05,0.00036288862,7.0565e-05,0.00014113,0.00036781165,7.949367e-05,0.00015898734,0.00023140071,4.592222e-05,9.184444e-05,0.0002683317,6.6530054e-05,0.00013306011,0.00042613724,8.27533e-05,0.0001655066
36,0.0002047116046239742,0.00015280930208834333,0.0006889342330396175,0.002852964263863503,4.8586702e-05,3.8613507e-05,7.7227014e-05,9.452406e-05,7.102285e-05,0.0001420457,0.000100875935,7.697423e-05,0.00015394847,5.2407464e-05,4.285002e-05,8.570004e-05,8.6550004e-05,6.2042134e-05,0.00012408427,8.670311e-05,5.2964362e-05,0.000105928724
37,0.00029300587177696886,0.000184414232522926,0.0009010544163174927,0.0028479904907430425,7.985438e-05,5.0761726e-05,0.00010152345,0.00012967785,7.538872e-05,0.00015077744,0.00013642643,8.334204e-05,0.00016668408,7.506329e-05,4.8405414e-05,9.681083e-05,0.00011804591,7.172474e-05,0.00014344948,0.00014455686,0.00012090459,0.00024180918
38,0.00030641463181574314,0.00023008779682764412,0.001206256914883852,0.0028428597036763655,8.4668376e-05,5.1620897e-05,0.00010324179,0.00013811915,9.216456e-05,0.00018432912,0.00014538738,8.609236e-05,0.00017218472,7.8621524e-05,0.000101131474,0.00020226295,0.000116917676,0.00010829617,0.00021659234,0.00015232038,0.00016382296,0.00032764592
39,0.0003107059059648951,0.000393213082942274,0.0017174887470901012,0.0028375724845463796,8.9669535e-05,0.00017350253,0.00034700506,0.00013577646,0.00014999577,0.00029999155,0.00014264826,0.00015757118,0.00031514236,8.238355e-05,0.00011571234,0.00023142468,0.00011990117,0.00014087024,0.00028174047,0.00015963835,0.000121092344,0.00024218467
40,0.000312503242215311,0.00018722617890584953,0.0009016948170028627,0.0028321294329769634,8.662272e-05,4.767691e-05,9.535382e-05,0.00014229845,6.5762775e-05,0.00013152554,0.00014939901,6.837342e-05,0.00013674684,8.08785e-05,5.041844e-05,0.00010083688,0.00011800147,0.00010587747,0.00021480503,0.0001501414,0.00011121336,0.00022242672
41,0.0003091127782522148,0.00019153366749078972,0.0008771499851718545,0.0028265311662649625,8.4303014e-05,4.4196124e-05,8.839225e-05,0.00014192855,0.0001005835,0.000201167,0.00014890019,0.000103620594,0.00020724119,7.729302e-05,4.970964e-05,9.941928e-05,0.000116558054,6.523704e-05,0.00013047409,0.00015039714,7.522812e-05,0.00015045624
42,0.00029271873434018314,0.0002804844957795693,0.0014424353139474988,0.0028207783193101824,8.499028e-05,6.052272e-05,0.00012104544,0.00012975682,0.00013345954,0.0002669191,0.00013592029,0.00015162214,0.00030324428,7.837574e-05,6.377583e-05,0.00012755166,0.00011266433,7.6178105e-05,0.00015235621,0.00013850436,0.00023565932,0.00047131858
43,0.0003147188491517121,0.00029736848589596247,0.001298039103858173,0.0028148715445433852,8.790184e-05,5.44665e-05,0.000108933,0.00014246018,0.00023179836,0.0004635968,0.00014826196,0.00019078143,0.00038156286,8.194862e-05,5.6818222e-05,0.000113636444,0.00012308934,5.3147363e-05,0.00010629473,0.00014376045,6.2007646e-05,0.00012401529
44,0.00029860306638795106,0.00021119803027885893,0.0010109326103702188,0.002808811511852295,8.1487684e-05,5.339933e-05,0.00010679866,0.0001386546,9.2742885e-05,0.00018548577,0.00014574426,0.000105929685,0.00021185937,7.565143e-05,5.8536403e-05,0.00011707281,0.00011268382,7.711877e-05,0.00015423754,0.00013308653,0.00011773924,0.00023547848
45,0.0003040797299249829,0.00026642490293156065,0.0012242533266544342,0.0028025989085056296,8.7966626e-05,9.6544165e-05,0.00019308833,0.0001366174,0.00012046782,0.00024093564,0.00014234334,0.00011396425,0.00022792851,8.1322556e-05,4.8901562e-05,9.7803124e-05,0.0001146556,9.007098e-05,0.00018014196,0.00014464982,0.00014217787,0.00028435574
46,0.0008035324108899674,0.00018320824009008545,0.0008224594057537615,0.002796234439075153,0.0002634603,4.288509e-05,8.577018e-05,0.00029067142,9.121357e-05,0.00018242715,0.0003041848,9.981083e-05,0.00019962166,0.0002387065,5.1312887e-05,0.000102625774,0.0002784346,6.744376e-05,0.00013488752,0.00074880506,5.8563564e-05,0.00011712713
47,0.00022440015815674904,0.0002790040462733216,0.0012507819337770343,0.002789718825355773,5.1652092e-05,0.00013321043,0.00026642086,0.00010851117,0.00010764039,0.00021531095,0.0001137119,9.776892e-05,0.00019555437,5.6715806e-05,7.765497e-05,0.00015530994,9.3594914e-05,9.4937146e-05,0.00018987429,8.321517e-05,0.000114155766,0.00022831153
48,0.0002887449244353507,0.00020328367982954125,0.0009628745610825717,0.0027830528062836816,7.480663e-05,4.2967968e-05,8.5935935e-05,0.00013520014,0.00010816541,0.00021633082,0.00014088837,0.000106075066,0.00021215013,7.273965e-05,5.8245078e-05,0.000116490155,0.00011528939,7.102701e-05,0.00014205402,0.0001213732,9.495674e-05,0.00018991348
49,0.00028862712597148505,0.00031444785039048024,0.0013946990948170424,0.0027762371378525523,8.0552934e-05,8.625443e-05,0.00017250887,0.00013194211,0.0001418379,0.00028367608,0.00013796905,0.00010942911,0.00021885821,7.442101e-05,8.389697e-05,0.00016779394,0.000109251014,0.00018074516,0.0003616245,0.00013461735,9.511874e-05,0.00019023748
50,0.0002907986654337508,0.0001974319297180833,0.000889943796209991,0.0027692725930278006,7.9475474e-05,3.686908e-05,7.373816e-05,0.00013253836,0.00012846774,0.00025693548,0.00013860209,0.000104970175,0.00020994035,7.408741e-05,4.6000943e-05,9.200189e-05,0.00011377934,6.81894e-05,0.0001363788,0.00013331645,6.047455e-05,0.0001209491
51,0.0002833609829834584,0.00020526155061347166,0.0009689198341220617,0.0027621599616589262,7.922835e-05,4.50294e-05,9.00588e-05,0.00012844203,0.000102663296,0.00020532659,0.00013387667,0.00012144823,0.00024289647,7.277851e-05,4.042582e-05,8.085164e-05,0.000109139335,5.8420752e-05,0.000116841504,0.00013392374,0.0001164724,0.0002329448
52,0.00028373505355790065,0.00017269166511034,0.0008473399793729186,0.0027549000503899325,7.891464e-05,4.4323697e-05,8.864739e-05,0.00012931533,7.4347925e-05,0.00014869585,0.00013521005,8.386959e-05,0.00016773918,7.1924216e-05,3.5910984e-05,7.182197e-05,0.0001086789,6.176342e-05,0.00012352684,0.00013285769,0.00012345437,0.00024690875
53,0.001105373293153303,0.0003474544795158872,0.0015946675557643175,0.0027474936825678466,0.0003501372,8.389921e-05,0.00016779843,0.00037287167,0.00015646352,0.00031292703,0.00038842898,0.00017571144,0.00035142287,0.0003409213,9.871925e-05,0.0001974385,0.00039434538,0.00014247475,0.0002849495,0.0012043162,0.00014006553,0.00028013106
54,0.0002592583451287531,0.0001626755723229775,0.0007340303855016828,0.002739941698149343,6.265066e-05,3.4012468e-05,6.8024936e-05,0.0001231699,7.164673e-05,0.00014329347,0.00012967596,8.692093e-05,0.00017384187,6.757505e-05,3.7843063e-05,7.568613e-05,0.00010676771,7.1985254e-05,0.00014397065,9.8218305e-05,6.460668e-05,0.00012921335
55,0.000254476521949222,0.00018821637754694006,0.0008533731452189386,0.0027322449536054854,6.470316e-05,4.9793147e-05,9.9586294e-05,0.00012461195,7.23297e-05,0.0001446594,0.00012873251,8.294737e-05,0.00016589474,6.293509e-05,4.9546168e-05,9.9092336e-05,9.8342796e-05,9.541495e-05,0.00019267734,9.4128336e-05,7.573151e-05,0.00015146301
56,0.00027772059243391856,0.00022092359344457892,0.0010290704667568207,0.0027244043218245906,7.680077e-05,6.0451068e-05,0.000120902136,0.00012603785,0.00012303499,0.00024606998,0.00013066866,9.865118e-05,0.00019730236,7.049253e-05,5.2006784e-05,0.00010401357,0.00011238194,7.8157485e-05,0.00015631497,0.00011891465,0.00010223368,0.00020446736
57,0.0002763991535637134,0.00020664709386330498,0.0008818850619718432,0.002716420692013239,7.828673e-05,4.9462207e-05,9.8924414e-05,0.0001253819,9.818716e-05,0.00019637433,0.00013049132,0.00012715311,0.00025430621,7.115096e-05,3.478477e-05,6.956954e-05,0.00010727388,7.106873e-05,0.00014213746,0.00012377536,6.028653e-05,0.00012057306
58,0.0002750694377879201,0.0002322220766337539,0.001086472300812602,0.0027082949695954265,7.8038065e-05,5.472272e-05,0.00010944544,0.00012376631,9.159049e-05,0.00018318098,0.00012935049,0.00010775229,0.00021550458,7.163947e-05,7.694481e-05,0.00015388962,0.00010784782,0.00011136217,0.00022272434,0.00012251851,0.00010086367,0.00020172734
59,0.00027355792014002874,0.00017437611200809124,0.0007748512434773147,0.0027000280761098803,7.461877e-05,5.765594e-05,0.00011531188,0.0001239583,5.8228587e-05,0.00011645717,0.00012942382,6.300396e-05,0.00012600792,6.9301925e-05,4.2576594e-05,8.515319e-05,0.0001099997,9.727939e-05,0.00019456093,0.000121672914,6.868009e-05,0.00013736018
60,0.0002834910976685508,0.00020047420363669306,0.0010087572736665606,0.002691620949105549,8.078932e-05,5.9854858e-05,0.000119709715,0.00012976424,8.359772e-05,0.00016719544,0.00013488872,8.5246524e-05,0.00017049305,7.329924e-05,6.803137e-05,0.00013606274,0.00010852132,7.069864e-05,0.00014139728,0.00012303164,0.00013694954,0.0002738991
61,0.0002610342998328425,0.0004393854769759731,0.00199003960005939,0.002683074542035274,7.331046e-05,0.00013158744,0.00026317488,0.00011826313,0.00023790568,0.00047581136,0.00012291565,0.00021297505,0.0004259501,6.784695e-05,8.562388e-05,0.00017124775,0.000102585334,0.00013835539,0.00027671078,0.00011601829,0.00018857238,0.00037714475
62,0.00027557208812831993,0.0003406778403115618,0.0014752022689208388,0.002674389824147658,7.562198e-05,5.3295877e-05,0.00010659175,0.00012576945,0.00023157781,0.00046315562,0.00013138076,0.00020777831,0.00041555663,7.0054564e-05,5.8444282e-05,0.000116888565,0.00010980304,0.00010808807,0.00021619674,0.00011803641,7.840646e-05,0.00015681292
63,0.0014087087349184764,0.00030333068030388103,0.0014313056599348783,0.002665567780377143,0.000371356,6.66692e-05,0.00013333843,0.0005063948,0.00012938162,0.00025876323,0.0005435289,0.00012584326,0.00025168652,0.000362456,0.000104001396,0.00020800279,0.0005309508,0.00015960728,0.00031921457,0.0015618568,0.00013015005,0.0002603001
64,0.00029481050264062796,0.0001774981145679548,0.0008197567076422274,0.002656609411232307,6.53748e-05,4.155605e-05,8.31121e-05,0.00013152133,7.5497075e-05,0.00015099415,0.00014118863,7.9252735e-05,0.00015850547,7.98468e-05,5.420574e-05,0.00010841148,0.00014161707,8.777887e-05,0.00017555774,0.000108178436,7.1587885e-05,0.00014317577
65,0.0002708335225262763,0.00037119173279714696,0.001745847868733108,0.0026475157326824018,6.7826106e-05,6.941011e-05,0.00013882022,0.00012656559,0.000113774884,0.00022754977,0.00013397227,0.00010919673,0.00021839346,6.858353e-05,0.0001598795,0.000319759,0.00011297013,0.0002894547,0.0005789094,0.000100715784,0.00013120797,0.00026241594
66,0.0002762145527973492,0.0001678289031054194,0.0007764609763398767,0.0026382877760421242,7.4327676e-05,5.5640023e-05,0.000111280046,0.00012607587,7.189674e-05,0.00014379348,0.00013155474,7.551082e-05,0.00015102164,7.179237e-05,4.754911e-05,9.509822e-05,0.00011224535,6.0662413e-05,0.000121324825,0.000115775845,7.697138e-05,0.00015394276
67,0.0002674653016207406,0.00029498034266980976,0.0014609892386943102,0.0026289265878546597,7.5255586e-05,9.2651935e-05,0.00018530387,0.00011974903,0.0001350319,0.0002700638,0.00012496402,0.00013540275,0.00027080553,6.9524285e-05,5.4110922e-05,0.000108221844,0.00010564935,8.450319e-05,0.00016900638,0.00012355261,0.0002287939,0.00045758788
68,0.00026607623632352327,0.0002019384371500012,0.000906670349650085,0.0026194332297729936,7.0018476e-05,4.2522308e-05,8.5044616e-05,0.00012294574,9.54143e-05,0.0001908286,0.00012847834,0.000111060544,0.00022212109,6.578381e-05,4.585861e-05,9.171722e-05,0.00010796805,8.242424e-05,0.00016484848,0.00011180015,7.605516e-05,0.00015211033
69,0.00026988727687613434,0.00015963510345713821,0.0007490958669222891,0.002609808778439505,7.4673975e-05,3.4840137e-05,6.9680274e-05,0.000121875164,7.761802e-05,0.00015523603,0.00012701274,8.0047066e-05,0.00016009413,6.8753805e-05,4.2049138e-05,8.4098276e-05,0.00010811211,6.397073e-05,0.00012794146,0.00012024234,7.602285e-05,0.0001520457
70,0.00026279370427356686,0.00015295356696815105,0.0006777383387088776,0.0026000543253638713,7.038823e-05,3.719097e-05,7.438194e-05,0.00012087283,7.1798095e-05,0.00014359619,0.00012628733,8.858348e-05,0.00017716696,6.6758905e-05,3.3717944e-05,6.743589e-05,0.000104956816,5.324813e-05,0.00010649626,0.00011285692,5.433053e-05,0.00010866107
71,0.0004100768413580135,0.00014681083362585217,0.0006551025435328484,0.0025901709767992727,0.0001134304,3.0792406e-05,6.158481e-05,0.00017047439,8.3602215e-05,0.00016720443,0.00017618368,7.479109e-05,0.00014958218,9.9575576e-05,3.4187986e-05,6.837597e-05,0.00014234675,5.874654e-05,0.00011749308,0.00035837697,4.543101e-05,9.086202e-05
72,0.00023295775609698534,0.00029525920115998605,0.001310171210207045,0.002580159853616938,6.401409e-05,6.765565e-05,0.0001353113,0.00010567256,0.00017913469,0.00035826938,0.00011016674,0.00015574026,0.00031148051,6.429224e-05,6.627181e-05,0.00013254362,9.6923235e-05,9.961638e-05,0.00019923276,8.5430824e-05,8.666684e-05,0.00017333368
73,0.0002483084861984442,0.00023539733573757276,0.0010749864159151912,0.0025700220911790226,6.750765e-05,8.325409e-05,0.00016650818,0.00011392339,9.154756e-05,0.00018309512,0.000119754965,0.00010739616,0.00021479232,6.313197e-05,8.406758e-05,0.00016813516,0.000100267425,8.546345e-05,0.00017093017,9.800809e-05,8.576272e-05,0.00017152543
74,0.00025652559079613366,0.00032888940088069557,0.0014377973275259137,0.0025597588392098493,7.066255e-05,9.514672e-05,0.00019029345,0.00011794835,0.00016944825,0.0003388965,0.00012320887,0.00017629936,0.00035259873,6.464992e-05,7.855088e-05,0.00015710176,0.000101236794,0.00010547897,0.00021095794,0.00010720687,9.397445e-05,0.0001879489
75,0.0002544460631019348,0.0001634691665903664,0.0007689612684771419,0.002549371261665516,7.06098e-05,4.0044484e-05,8.008897e-05,0.00011755391,6.921158e-05,0.00013842316,0.00012252163,8.3868996e-05,0.00016773799,6.482234e-05,3.4654317e-05,6.930863e-05,9.818245e-05,6.370079e-05,0.00012740158,0.00010853883,9.300047e-05,0.00018600094
76,0.00024947091409442646,0.00016162267213707315,0.0007351972162723541,0.002538860536601894,7.086748e-05,4.5538487e-05,9.1076974e-05,0.00011285605,7.220784e-05,0.00014441568,0.00011774278,8.7068496e-05,0.00017413699,6.3990716e-05,3.833279e-05,7.666558e-05,9.866338e-05,5.370607e-05,0.00010745985,0.000105806655,7.072107e-05,0.00014144214
77,0.0002484008204890206,0.00023383864227598974,0.001083088107407093,0.0025282278560410224,6.794527e-05,4.6966426e-05,9.393285e-05,0.00011507493,0.00013675308,0.00027350616,0.00011982116,0.00014144418,0.00028288836,6.227852e-05,4.663753e-05,9.327506e-05,9.724814e-05,6.088243e-05,0.00012176486,0.00010472091,0.00010886046,0.00021772092
