epoch,train_loss,val_loss,val_log_mse_total,lr,train_Read Latency (ns),val_Read Latency (ns),val_log_mse_Read Latency (ns),train_Write Energy (nJ),val_Write Energy (nJ),val_log_mse_Write Energy (nJ),train_Area (mm^2),val_Area (mm^2),val_log_mse_Area (mm^2),train_Leakage (mW),val_Leakage (mW),val_log_mse_Leakage (mW)
67,0.010174926117444924,0.00990178201457641,0.02983192540705204,0.004402604586178051,0.004071513,0.0037904389,0.007640266,0.006614987,0.0065818606,0.013429729,0.0040269806,0.0039705257,0.007948753,0.0004468909,0.0004065884,0.0008131768
68,0.010174985676661091,0.00936788698935498,0.028175298124551773,0.004386706271625767,0.004063607,0.0038279067,0.0077133845,0.006668335,0.0060309786,0.012278417,0.0040128133,0.0037049844,0.007416433,0.00044998818,0.00038353135,0.0007670627
69,0.010097768940264082,0.009705666627400123,0.028823310509324074,0.004370588418135289,0.004061411,0.003861437,0.007785469,0.006590477,0.0060107154,0.012255197,0.003992487,0.003913742,0.007832737,0.00042027078,0.00047495318,0.00094990636
70,0.010116529408883008,0.009703575052777916,0.029065275564789772,0.0043542528536334715,0.0040447405,0.0038385468,0.007760068,0.0065814625,0.0061888653,0.0126793925,0.004001326,0.003915081,0.007836998,0.00044915322,0.00039440847,0.00078881695
71,0.010099870839610512,0.009643493566410486,0.028622321784496307,0.004337701430737784,0.004026038,0.0038132025,0.007683443,0.006580637,0.00604706,0.012337385,0.0040025595,0.003945855,0.007898241,0.00043916047,0.00035162678,0.00070325355
72,0.010071343291025582,0.009892789224237654,0.029999246820807457,0.0043209360265462175,0.004042572,0.0038401054,0.0077455975,0.006558631,0.006767815,0.0137482425,0.0039842483,0.0039426023,0.007895057,0.00042956788,0.00030517523,0.00061035046
73,0.010142028990074714,0.009586580448511765,0.028600255027413368,0.004303958542424391,0.004060448,0.0040043136,0.008069772,0.006620075,0.005961389,0.012113967,0.004006786,0.003817981,0.007642477,0.00044235963,0.00038701986,0.0007740397
74,0.010010698888641463,0.009735740957157903,0.029369907453656197,0.004286770903789925,0.004010332,0.0039982875,0.008053652,0.0065325624,0.0063490192,0.012891778,0.0039641103,0.0038258778,0.0076590357,0.00041953442,0.0003827203,0.0007654406
75,0.01009351942358267,0.009298995429587991,0.02800845354795456,0.004269375059894079,0.004033857,0.0038036406,0.007665809,0.0065763183,0.005926574,0.012056751,0.003988344,0.0036050736,0.007213977,0.00045109369,0.0005359579,0.0010719158
76,0.009991168933849368,0.009313131460102965,0.027973594143986702,0.004251772983600681,0.0040066005,0.0039049976,0.00786505,0.006536344,0.0059165964,0.012079879,0.003951866,0.00370529,0.0074190637,0.0004146127,0.0003048002,0.0006096004
77,0.010054459177287221,0.009512606104004704,0.028355514630675316,0.004233966671162394,0.004017026,0.003782521,0.0076280595,0.0065608043,0.0060229395,0.012265751,0.00397554,0.0038454619,0.007699261,0.00044051497,0.00038122167,0.00076244335
78,0.009951941778238105,0.009342061885777504,0.028263697400689125,0.004215958141994313,0.004013484,0.0038324906,0.007735906,0.0065020695,0.0061373664,0.012504585,0.003926947,0.003684296,0.0073753,0.0004157855,0.00032395317,0.00064790633
79,0.009939846318088006,0.009193626597969672,0.027732569724321365,0.004197749438444945,0.003994325,0.0037628983,0.0075992495,0.0064644627,0.0059541017,0.012100488,0.0039329776,0.003603573,0.0072137094,0.00042349644,0.00040956153,0.00081912306
80,0.009964699817365424,0.00963728297059863,0.02885957807302475,0.00417934262556459,0.003981731,0.003786959,0.007647284,0.006487541,0.0061679953,0.012507507,0.0039397473,0.003808399,0.0076242243,0.00044438176,0.000540282,0.001080564
81,0.00989088646922764,0.009545479513354691,0.028665799647569656,0.00416073979087114,0.003971032,0.0038184302,0.0077063497,0.0064371214,0.006040881,0.012311225,0.003912117,0.0037310855,0.007471214,0.00042454913,0.0005885042,0.0011770084
82,0.009948862862449382,0.009489090022471183,0.028449419885873795,0.004141943044113331,0.003998997,0.0037409763,0.007542688,0.0064539667,0.006137348,0.012476936,0.0039330446,0.0037851727,0.0075760363,0.0004377473,0.00042674417,0.00085375767
83,0.009881388011071692,0.009568874855679099,0.02887912094593048,0.004122954517031485,0.0039545894,0.003913444,0.00789409,0.0064465883,0.006229964,0.012677498,0.0039089276,0.0037663442,0.007539365,0.00042505178,0.0003840832,0.0007681664
84,0.009898092512434361,0.009681489338380977,0.029434703290462494,0.004103776363115737,0.0039775237,0.0039874855,0.008054692,0.006457369,0.0064565903,0.013175036,0.0039126864,0.0038099978,0.00763147,0.00041777067,0.00028675218,0.00057350437
85,0.009872297423211506,0.009214246295845429,0.027807636186480522,0.004084410757361818,0.0039763213,0.00373381,0.007528729,0.0064691184,0.0060279137,0.0122995665,0.0038984783,0.0036591757,0.0073275906,0.00040130963,0.00032587504,0.0006517501
86,0.009863205085679002,0.009670186537483515,0.02906697802245617,0.004064859896024386,0.0039599296,0.0038136728,0.007689563,0.006447478,0.0062179635,0.012700991,0.0038991987,0.0038254026,0.0076577296,0.00041187162,0.00050889474,0.0010186947
87,0.00989716139725311,0.009222604939753791,0.028186097741127014,0.004045125996367943,0.003989917,0.003847925,0.007763752,0.0064552086,0.006187619,0.012648487,0.0039059257,0.003575429,0.0071573993,0.00041946146,0.00030822863,0.00061645726
88,0.009882497251314116,0.009378842929316194,0.028230341151356697,0.004025211296415381,0.003962823,0.0039507556,0.00796549,0.0064373333,0.005963899,0.012167985,0.0039079087,0.003697816,0.007400684,0.0004266425,0.00034809107,0.00069618213
89,0.00980854635348117,0.009255891218720813,0.027678171172738075,0.004005118054694166,0.003968969,0.0037673987,0.0076026698,0.006389876,0.005866204,0.01191571,0.0038732784,0.003692937,0.007393366,0.0004037619,0.00038321345,0.0007664269
90,0.00978382726061129,0.00948919551436202,0.028470410034060478,0.003984848549980199,0.0039428584,0.003981047,0.008026197,0.006394067,0.0059775636,0.012194999,0.0038656306,0.003768064,0.007552742,0.00040130652,0.00034821822,0.0006964717
91,0.009807040709173246,0.009277918142782672,0.027881372720003128,0.0039644050810393764,0.003948703,0.0038533825,0.007771266,0.0063843103,0.0058813766,0.011992757,0.003872319,0.0036589035,0.0073244534,0.00042250974,0.00039644798,0.00079289597
92,0.009763947870363466,0.009255781111147058,0.028000224381685257,0.003943789966366892,0.0039275195,0.0037181736,0.0075036357,0.006363488,0.006139368,0.012507605,0.0038605435,0.0036678126,0.007343405,0.000410784,0.00032278907,0.00064557814
93,0.009723997177374934,0.009143374421177904,0.027571912854909897,0.003923005543924293,0.0039197262,0.003727071,0.0075155715,0.0063706567,0.0059600007,0.012170814,0.0038419897,0.0036449546,0.0072999797,0.00038982418,0.0002927737,0.0005855474
94,0.00969234151740862,0.009187298478752045,0.027631442993879318,0.0039020541708743297,0.0039074277,0.003677642,0.0074156304,0.0063337577,0.0059867688,0.012195689,0.0038264706,0.003670055,0.0073482986,0.00040193726,0.00033591263,0.00067182526
95,0.009752050845816113,0.009410333419760974,0.027987703680992126,0.0038809382233136354,0.0039294963,0.0037994566,0.0076546455,0.006377021,0.005886554,0.012025187,0.0038526622,0.003833327,0.007672641,0.0003992197,0.00031761447,0.00063522893
96,0.009728129603407716,0.00921991119987213,0.027411310002207756,0.0038596600960032483,0.003928065,0.003669961,0.0074001425,0.0063238577,0.005842285,0.011870374,0.003842906,0.0037594808,0.007525715,0.00041191076,0.00030753898,0.00061507797
97,0.00971968914154584,0.00951378118812072,0.028665313497185707,0.003838222202097022,0.0039102817,0.003750291,0.0075609637,0.006350335,0.006101229,0.012506949,0.0038391259,0.003736411,0.007481712,0.00040705575,0.0005578445,0.001115689
98,0.009637140503299575,0.009603154867257227,0.029120739549398422,0.003816626972867953,0.0038959447,0.004322439,0.008722535,0.0062805642,0.0060663815,0.012331358,0.0038125888,0.0036687946,0.007345237,0.00038620102,0.0003601997,0.0007216098
99,0.009650472250938884,0.009253316743270047,0.02757161669433117,0.0037948768574324445,0.0038859549,0.0037841748,0.007618451,0.006283207,0.0057970686,0.011777028,0.0038207925,0.0037072944,0.007421231,0.00039713466,0.0003774526,0.0007549052
100,0.009671815954620107,0.00920382892805238,0.027909336611628532,0.0037729743224725566,0.0039010416,0.0037163943,0.0075033205,0.006288349,0.006090471,0.012439689,0.003824074,0.0036239116,0.0072584487,0.00040643316,0.0003539385,0.000707877
101,0.009658363124774529,0.009389279982078128,0.028162021189928055,0.003750921851956258,0.0038997112,0.0037545539,0.007572652,0.0062967427,0.005959632,0.012138417,0.0038119794,0.0036948612,0.007396127,0.00040539162,0.000527412,0.001054824
102,0.009639811904936107,0.00919419910700675,0.027821071445941925,0.003728721946855719,0.0038975957,0.0037681276,0.0075921044,0.006271466,0.0060371063,0.0122676445,0.0038110253,0.0035892008,0.007186089,0.00039611864,0.00038761657,0.00077523314
103,0.009586363873287726,0.009089262627216538,0.02740221656858921,0.0037063771248636752,0.0038831553,0.0036704487,0.0074112797,0.006254657,0.0059645744,0.012142865,0.003790973,0.0036229522,0.007250933,0.000376853,0.00029856918,0.00059713837
104,0.009610251978806992,0.009043657518082731,0.02747405506670475,0.0036838899201078975,0.003910159,0.0036872842,0.0074341637,0.0062656943,0.005999502,0.012279175,0.0037889553,0.0035568224,0.0071239485,0.0003862912,0.00031838365,0.0006367673
105,0.009569741765069696,0.008964051288339051,0.02715364284813404,0.0036612628828637936,0.00386267,0.0037128772,0.007494352,0.0062372508,0.0058215777,0.011884921,0.0037854211,0.003493034,0.0069914293,0.00038889534,0.0003914702,0.0007829404
106,0.009598600593044782,0.00897267921514693,0.027143968269228935,0.0036384985792651866,0.003891123,0.0036710121,0.0074030817,0.006257774,0.0059214025,0.012032094,0.003789928,0.003533992,0.007081976,0.0003877425,0.00031315343,0.0006268162
107,0.009572816166114377,0.009044916000665782,0.027235299348831177,0.0036155995910132836,0.0038618213,0.0037745035,0.007614383,0.00625487,0.0058094747,0.011823067,0.0037838053,0.0035724198,0.0071521127,0.0003874289,0.0003228683,0.0006457366
108,0.00955217755624912,0.009050278090194158,0.027218857780098915,0.0035925685150838874,0.0038652963,0.0038666297,0.007795919,0.006203408,0.0057523954,0.011702845,0.0037791254,0.003576562,0.007161579,0.00039102184,0.00027925792,0.00055851584
109,0.009527826103668854,0.009265432362389456,0.027989590540528297,0.0035694079634328753,0.0038558363,0.003818323,0.0076936316,0.006216531,0.0060204053,0.012303692,0.0037660091,0.003660347,0.007329223,0.00038057598,0.00033152095,0.0006630419
110,0.00954977279056916,0.009113119609655105,0.027430102229118347,0.0035461205626999715,0.0038698316,0.003643856,0.0073476867,0.0062371935,0.005974457,0.012161655,0.0037747317,0.003640303,0.0072852517,0.00037393862,0.00031775434,0.0006355087
111,0.00949683314494317,0.008858081678660366,0.026766886934638023,0.0035227089539108677,0.0038322378,0.0036188324,0.007304378,0.0062173423,0.00576735,0.011765071,0.0037598326,0.0034869413,0.0069815046,0.00036654898,0.00035796664,0.0007159333
112,0.009539954312667829,0.008999040428422825,0.02734663337469101,0.0034991757921776943,0.003853229,0.003827893,0.007718771,0.006197265,0.005876156,0.012019239,0.0037752683,0.0035069655,0.007018377,0.00039357608,0.00029512314,0.0005902463
113,0.009487618136559118,0.00904385914798311,0.027504095807671547,0.003475523746397914,0.0038450325,0.0037463508,0.0075742165,0.006194595,0.0058886465,0.01205747,0.003744028,0.003497656,0.0070067886,0.00038294823,0.00043281016,0.0008656203
114,0.009493634814159418,0.008926101085793661,0.026930373162031174,0.0034517554989516343,0.0038417852,0.003607162,0.007280184,0.006201959,0.005797001,0.011813661,0.0037527094,0.0035128654,0.0070334566,0.00037493746,0.00040153606,0.0008030721
115,0.00945597079695312,0.009040216620264243,0.027323542162775993,0.0034278737453974028,0.00382147,0.0036686668,0.0073966025,0.006175567,0.0058959397,0.012095367,0.0037417554,0.0035952155,0.007199675,0.0003715991,0.00031594897,0.00063189794
116,0.009473981769329011,0.00920532654171927,0.027684463188052177,0.003403881194166502,0.003838814,0.0038925528,0.007856367,0.006165677,0.0058465656,0.0118998075,0.0037460688,0.0036346822,0.0072799316,0.00038052056,0.00032417735,0.0006483547
