tech,node_nm,roadmap,temperature_K,capacity_kb,word_width_bits,data_mux_sense_amp,data_mux_output_lev1,data_mux_output_lev2,data_num_active_mat_per_row,data_num_active_mat_per_col,tag_num_row_mat,tag_num_col_mat,tag_mux_sense_amp,tag_mux_output_lev1,tag_mux_output_lev2,tag_num_active_mat_per_row,tag_num_active_mat_per_col,data_num_active_subarray_per_row,data_num_active_subarray_per_col,tag_num_active_subarray_per_row,tag_num_active_subarray_per_col,CellInput_CellAspectRatio,CellInput_SRAMCellNMOSWidth (F),CellInput_SRAMCellPMOSWidth (F),CellInput_AccessCMOSWidth (F),CellInput_ReadVoltage (V),data_area_optimization_level,tag_local_wire_type,tag_global_wire_type,tag_global_wire_repeater_type,tag_global_wire_low_swing,tag_area_optimization_level,associativity,process_node_nm_32,device_roadmap_HP,pred_cache_area_mm2,pred_cache_hit_latency_ns,pred_cache_write_latency_ns,pred_cache_refresh_latency_ns,pred_cache_hit_energy_nJ,pred_cache_write_energy_nJ,pred_cache_refresh_energy_nJ,pred_cache_leakage_mW,post_snap_pred_cache_area_mm2,post_snap_pred_cache_hit_latency_ns,post_snap_pred_cache_write_latency_ns,post_snap_pred_cache_refresh_latency_ns,post_snap_pred_cache_hit_energy_nJ,post_snap_pred_cache_write_energy_nJ,post_snap_pred_cache_refresh_energy_nJ,post_snap_pred_cache_leakage_mW,objectives,pre_snap_word_width_bits,pre_snap_data_mux_sense_amp,pre_snap_data_mux_output_lev1,pre_snap_data_mux_output_lev2,pre_snap_data_num_active_mat_per_row,pre_snap_data_num_active_mat_per_col,pre_snap_tag_num_row_mat,pre_snap_tag_num_col_mat,pre_snap_tag_mux_sense_amp,pre_snap_tag_mux_output_lev1,pre_snap_tag_mux_output_lev2,pre_snap_tag_num_active_mat_per_row,pre_snap_tag_num_active_mat_per_col,pre_snap_data_num_active_subarray_per_row,pre_snap_data_num_active_subarray_per_col,pre_snap_tag_num_active_subarray_per_row,pre_snap_tag_num_active_subarray_per_col,pre_snap_CellInput_CellAspectRatio,pre_snap_CellInput_SRAMCellNMOSWidth (F),pre_snap_CellInput_SRAMCellPMOSWidth (F),pre_snap_CellInput_AccessCMOSWidth (F),pre_snap_CellInput_ReadVoltage (V),pre_snap_data_area_optimization_level,pre_snap_tag_local_wire_type,pre_snap_tag_global_wire_type,pre_snap_tag_global_wire_repeater_type,pre_snap_tag_global_wire_low_swing,pre_snap_tag_area_optimization_level,destiny_used_fallback_mat,destiny_used_fallback_bank,destiny_used_fallback,destiny_cache_area_mm2,surr_cache_area_mm2,destiny_vs_surr_err_cache_area_mm2_pct,destiny_cache_hit_latency_ns,surr_cache_hit_latency_ns,destiny_vs_surr_err_cache_hit_latency_ns_pct,destiny_cache_write_latency_ns,surr_cache_write_latency_ns,destiny_vs_surr_err_cache_write_latency_ns_pct,destiny_cache_hit_energy_nJ,surr_cache_hit_energy_nJ,destiny_vs_surr_err_cache_hit_energy_nJ_pct,destiny_cache_write_energy_nJ,surr_cache_write_energy_nJ,destiny_vs_surr_err_cache_write_energy_nJ_pct,destiny_cache_leakage_mW,surr_cache_leakage_mW,destiny_vs_surr_err_cache_leakage_mW_pct,destiny_mean_abs_err_pct,destiny_obj_mean_abs_err_pct
SRAM,32,HP,300.0,2,256,1,1,1,1,4,1,1,1,2,1,4,16,1,1,2,2,1.0,2.36,1.0,1.1787,1.2,Latency-Optimized,Local Aggressive,Global Aggressive,No Repeaters,No,Latency-Optimized,4,1.0,1.0,0.01995749,0.25323826,0.16416684,,0.010964471,0.012882715,,20.61005,0.03483036,0.40285823,0.2648486,,0.014267955,0.012314689,,21.517612,"['cache_area_mm2', 'cache_hit_latency_ns', 'cache_write_latency_ns', 'cache_hit_energy_nJ', 'cache_write_energy_nJ', 'cache_leakage_mW']",256.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,16.0,1.0,1.0,2.0,2.0,1.0,2.2000000665915644,1.0,1.1786712358067368,1.2000000476837158,Latency-Optimized,Local Aggressive,Global Aggressive,No Repeaters,No,Latency-Optimized,True,False,True,0.006,0.03483036,-82.77364919570168,0.194,0.40285823,-51.84410158382515,0.116,0.2648486,-56.20139204058469,0.005,0.014267955,-64.95643559290733,0.003,0.012314689,-75.63884885765285,4.799,21.517612,-77.69733927723951,68.18529442465187,68.18529442465187
