epoch,train_loss,val_loss,val_log_mse_total,lr,train_Read Latency (ns),val_Read Latency (ns),val_log_mse_Read Latency (ns),train_Write Energy (nJ),val_Write Energy (nJ),val_log_mse_Write Energy (nJ),train_Area (mm^2),val_Area (mm^2),val_log_mse_Area (mm^2),train_Leakage (mW),val_Leakage (mW),val_log_mse_Leakage (mW)
1,0.13885008596282128,0.05901711318684362,0.14574041962623596,0.00045692050227443194,0.02727442,0.0108360965,0.022236077,0.06285053,0.03326336,0.070042856,0.03947909,0.015923351,0.031902377,0.031260025,0.010748484,0.021559112
2,0.04605119479176284,0.032404000052703184,0.08210265636444092,0.0009138410045488639,0.011433598,0.008320304,0.01682473,0.026075972,0.019312225,0.039662626,0.014804049,0.00902564,0.018072521,0.0053210016,0.0037713605,0.007542779
3,0.03387803614306557,0.02254525657107458,0.05838422849774361,0.0013707615068232956,0.008876479,0.006448814,0.012987823,0.018199347,0.013230789,0.027000906,0.011132881,0.0074225385,0.0148794055,0.0040252907,0.0017570062,0.0035160931
4,0.024816063965910833,0.019918257702103582,0.05259742587804794,0.0018276820090977277,0.0074142,0.0056726583,0.011427388,0.013930612,0.011114895,0.023215616,0.008749459,0.0076332204,0.015298984,0.0017825078,0.0013276956,0.0026554395
5,0.023487662600283045,0.017105560524640014,0.045376330614089966,0.0022846025113721596,0.0067651374,0.005311449,0.010717206,0.012191999,0.010112615,0.02074238,0.007970155,0.006194854,0.012401655,0.0025160892,0.00075726,0.0015150921
6,0.018623621314073864,0.015466454605184652,0.041150543838739395,0.0022846025113721596,0.0059550595,0.005054043,0.010204485,0.010506766,0.009024632,0.01858738,0.0067972066,0.00556118,0.011129969,0.0009569304,0.000614355,0.00122871
7,0.01738756023245701,0.015076837403777889,0.038668300956487656,0.002284537737140901,0.0056758937,0.004853561,0.009802483,0.009583422,0.007856294,0.016008427,0.006373408,0.005150438,0.010313824,0.0009275118,0.0012717816,0.0025435633
8,0.0163903550663968,0.014679726978840917,0.03782641142606735,0.0022843434217931754,0.0053652837,0.0046739043,0.0094183395,0.009088454,0.007934479,0.016151411,0.006026245,0.004974661,0.009956725,0.0008274344,0.0011406549,0.0022999349
9,0.0157729353288183,0.014434091215526456,0.03762456402182579,0.0022840195873662992,0.0052050333,0.0047610356,0.009640195,0.008711689,0.007753932,0.015909728,0.0058213803,0.0050831023,0.01017479,0.00077773747,0.0009499243,0.0018998486
10,0.015304030196640441,0.013313758712716275,0.035249993205070496,0.0022835662705863575,0.005083801,0.0050798617,0.010240209,0.008552196,0.0070944135,0.01441467,0.0056002294,0.004910096,0.009840739,0.0007063564,0.0003771882,0.0007543764
